Date,Adj Close,Capital Gains,Close,Dividends,High,Low,Open,Stock Splits,Volume
2022-08-22,15.5185442,0,16.28499985,0,16.98500061,16.12999916,16.94499969,0,224975400
2022-08-23,15.46613216,0,16.22999954,0,16.67499924,16.10000038,16.21500015,0,219509800
2022-08-24,15.58525181,0,16.35499954,0,16.64999962,16.04999924,16.14999962,0,187005600
2022-08-25,16.40477562,0,17.21500015,0,17.21999931,16.46999931,16.63999939,0,222052600
2022-08-26,14.40837479,0,15.11999989,0,17.37000084,15.10000038,17.17499924,0,366276600
2022-08-29,13.96526146,0,14.65499973,0,15.06000042,14.47999954,14.67500019,0,248441000
2022-08-30,13.49832153,0,14.16499996,0,14.97500038,13.77999973,14.89500046,0,327014800
2022-08-31,13.25055885,0,13.90499973,0,14.69999981,13.88500023,14.57999992,0,341030600
2022-09-01,13.26485348,0,13.92000008,0,13.96500015,13.01000023,13.53999996,0,397320400
2022-09-02,12.71215153,0,13.34000015,0,14.52000046,13.08500004,14.31999969,0,454463000
2022-09-06,12.42150593,0,13.03499985,0,13.51000023,12.72999954,13.38000011,0,361083400
2022-09-07,13.15526676,0,13.80500031,0,13.94999981,13.05500031,13.09000015,0,331569600
2022-09-08,13.36967659,0,14.02999973,0,14.21000004,13.31999969,13.51500034,0,410799800
2022-09-09,14.21778965,0,14.92000008,0,15.01000023,14.32999992,14.34000015,0,298735800
2022-09-12,14.73714161,0,15.46500015,0,15.51500034,15.09500027,15.14999962,0,273141200
2022-09-13,12.31192017,0,12.92000008,0,14.30500031,12.77999973,14.11999989,0,391296600
2022-09-14,12.58826923,0,13.21000004,0,13.33500004,12.81999969,13.06499958,0,309291800
2022-09-15,11.95456886,0,12.54500008,0,13.27499962,12.32499981,12.93999958,0,393730600
2022-09-16,11.72109985,0,12.30000019,0,12.36499977,11.83500004,12.10499954,0,392143600
2022-09-19,12.00221443,0,12.59500027,0,12.61499977,11.96000004,11.97000027,0,302692600
2022-09-20,11.7163353,0,12.29500008,0,12.59500027,11.98999977,12.26500034,0,322118600
2022-09-21,11.07310295,0,11.61999989,0,12.96000004,11.61499977,12.40499973,0,591115200
2022-09-22,10.66334248,0,11.18999958,0,11.55500031,11.03499985,11.42500019,0,431084000
2022-09-23,10.15352154,0,10.65499973,0,10.93000031,10.22500038,10.89999962,0,561304000
2022-09-26,10.01534557,0,10.51000023,0,11.10499954,10.41499996,10.57999992,0,490607800
2022-09-27,10.02487564,0,10.52000046,0,11.17500019,10.25,10.90999985,0,543921200
2022-09-28,10.61093044,0,11.13500023,0,11.29500008,10.34000015,10.51500034,0,512039000
2022-09-29,9.715172768,0,10.19499969,0,10.69499969,9.81000042,10.65499973,0,540195600
2022-09-30,9.20535183,0,9.659999847,0,10.54500008,9.640000343,10.07999992,0,513197600
2022-10-03,9.843817711,0,10.32999992,0,10.50500011,9.680000305,9.850000381,0,447222600
2022-10-04,10.75863552,0,11.28999996,0,11.38500023,10.94499969,10.94999981,0,463323600
2022-10-05,10.75863552,0,11.28999996,0,11.5,10.50500011,10.83500004,0,458399000
2022-10-06,10.48704815,0,11.00500011,0,11.52999973,10.96000004,11.14999962,0,475087200
2022-10-07,9.291116714,0,9.75,0,10.45499992,9.579999924,10.43999958,0,501945200
